"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","location","language","profileImageURL"
"447","OH MY STRESS",FALSE,0,"shownumato",2017-06-05 06:02:59,FALSE,"871607426646016000","871608269671878657","3166217288","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","shownumato",0,FALSE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/871508679664705536/uwIDiTQH_normal.jpg"
"448","RT @theballerwayne_: open this tweet for a secret message

<U+3164><U+3164><U+3164><U+3164>God got you, don't stress about it!  
<U+3164><U+3164><U+3164><U+3164><U+3164><U+3164><U+3164><U+3164><U+3164>",FALSE,0,NA,2017-06-05 06:02:55,FALSE,NA,"871608249375707136",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ohthatsdaniaa",1041,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/871506846997151748/xY5v0sB__normal.jpg"
"449","RT @TheDIYHacks: Relax. Trust that everything is in the right order and you are right where you need to be. Don't chase, don't worry, don't…",FALSE,0,NA,2017-06-05 06:02:54,FALSE,NA,"871608245508427777",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","yhanzfoster",139,TRUE,FALSE,NA,NA,"Republic of the Philippines","en","http://pbs.twimg.com/profile_images/868444872776273921/cqmuKnef_normal.jpg"
"450","RT @amipinke: how do i sleep at night? with smooth skin, stress free, carefree, nigga free and with the fan on medium",FALSE,0,NA,2017-06-05 06:02:53,FALSE,NA,"871608242627112960",NA,"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","AngBosset",132,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/811838538106990592/CRe-ykZM_normal.jpg"
"451","RT @ohteenquotes: I love sleep. You forget about pain, problems, stress, everything for a while.",FALSE,0,NA,2017-06-05 06:02:50,FALSE,NA,"871608230840893442",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HadzrinAsraf",1940,TRUE,FALSE,NA,NA,"Johore, Malaysia","en","http://pbs.twimg.com/profile_images/871005398840496129/TeNfQIkB_normal.jpg"
"452","RT @itzwikipedia: Some people have a ""natural alarm clock"" allowing them to awake when they want. This is actually caused by a natural stre…",FALSE,0,NA,2017-06-05 06:02:50,FALSE,NA,"871608230283067392",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","hanzai__",25,TRUE,FALSE,NA,NA,"Ardh mauqufah","en","http://pbs.twimg.com/profile_images/871520313812557824/6zBgd_W6_normal.jpg"
"453","RT @bishnoikuldeep: Spend more time with people who bring out the best in you, not the stress in you. Good morning <ed><U+00A0><U+00BD><ed><U+00B9><U+008F>",FALSE,0,NA,2017-06-05 06:02:50,FALSE,NA,"871608229339332608",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","manu19149975",174,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/822687571549585408/-xxfBA6w_normal.jpg"
"454","RT @ifeelglorious: stress on stress on stress",FALSE,0,NA,2017-06-05 06:02:50,FALSE,NA,"871608229100306432",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","akaashiss",1010,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/871608569690378240/cFuRhZVC_normal.jpg"
"455","RT @likeGodiva: intuition. Intuition. INTUITION! 
It's real y'all. 
I can not stress this enough, 
You are NOT bugging.",FALSE,0,NA,2017-06-05 06:02:49,FALSE,NA,"871608226739040256",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_thaitho",1,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/867981370143907840/VSLHSfVn_normal.jpg"
"456","RT @RelatesAll: Stress level: senior year Troy Bolton https://t.co/NUxEVALKHR",FALSE,0,NA,2017-06-05 06:02:49,FALSE,NA,"871608225761710080",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_jazmine_n",238,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/871237473715625984/k1kVWtcN_normal.jpg"
"457","RT @hakikatent: Crazy excitement among Malaysian fans as JE hits the cinemas. Dr @Gurmeetramrahim &amp; @insan_honey made perfect stress buster…",FALSE,0,NA,2017-06-05 06:02:44,FALSE,NA,"871608204546977792",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","7sukhjinder",21778,TRUE,FALSE,NA,NA,"sirsa haryana","en","http://pbs.twimg.com/profile_images/856521855137533952/-X4ecnw5_normal.jpg"
"458","RT @RelatesAll: Stress level: senior year Troy Bolton https://t.co/NUxEVALKHR",FALSE,0,NA,2017-06-05 06:02:38,FALSE,NA,"871608181763563520",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DJ_Pamias",238,TRUE,FALSE,NA,NA,"Chicago, IL","en","http://pbs.twimg.com/profile_images/871607430752370688/gji1kB6U_normal.jpg"
"459","@iAmLaraCrane No stress!",FALSE,0,"iAmLaraCrane",2017-06-05 06:02:36,FALSE,"871597792824889344","871608171672084480","260817865","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SkywalkerKFG",0,FALSE,FALSE,NA,NA,"Lagos, Nigeria","en","http://pbs.twimg.com/profile_images/855560141437054978/qtB2Ks0y_normal.jpg"
"460","RT @Caspar_Lee: Good luck to everyone getting their GCSE results today, don't stress, I will love you no matter what as long as you get str…",FALSE,0,NA,2017-06-05 06:02:34,FALSE,NA,"871608165028159489",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","thelifeofpasha",2221,TRUE,FALSE,NA,NA,"hong kong ","en","http://pbs.twimg.com/profile_images/807939824036417536/NHVvHFME_normal.jpg"
"461","@JustKholii_ We adults. I have rent stress and work. No time for childish games",FALSE,0,"JustKholii_",2017-06-05 06:02:30,FALSE,"871599076017680384","871608146162307073","905372166","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KholwaniNdhlovu",0,FALSE,FALSE,NA,NA,"Johannesburg","en","http://pbs.twimg.com/profile_images/846080483083587586/VUDkhVvo_normal.jpg"
"462","Say no to the stress, worry &amp; anxiety that #cancer can bring. Take a deep breath, don't panic and: #health https://t.co/F8YtkKMhwP",FALSE,0,NA,2017-06-05 06:02:28,FALSE,NA,"871608136670511104",NA,"<a href=""http://sendible.com"" rel=""nofollow"">Sendible App</a>","WATERJELR1R2",0,FALSE,FALSE,NA,NA,"Hertfordshire","en","http://pbs.twimg.com/profile_images/533274219564371968/r3Ca1JnA_normal.jpeg"
"463","Bad news: #Stress is here to stay. Good news: Here's what to do about it https://t.co/5KAMrYDRV5 #lifecoach #anxiety https://t.co/P6OTkGsLRc",FALSE,0,NA,2017-06-05 06:02:22,FALSE,NA,"871608114168176641",NA,"<a href=""https://www.socialjukebox.com"" rel=""nofollow"">The Social Jukebox</a>","BeverleyGlazer",0,FALSE,FALSE,NA,NA,"Montreal","en","http://pbs.twimg.com/profile_images/709401226597695490/OYT2M2rG_normal.jpg"
