username,author id,created,text,retwc,hashtag,followers,friends,polarity,subjectivity
SPECIALK _ô„¿,18892596,5/23/17 23:27,Lmao my mom stressed me tf out during finals https://t.co/KvO8DK7LM1,2264,None,309009,9717,0.6,1
Rick Wilson,19084896,5/23/17 1:58,"The Trump trolls are out in force tonight. Either that Bitcoin payment went through, or they're feeling stressed.",650,None,166601,3265,0,0
Krishnan Guru-Murthy,17062358,5/22/17 11:07,"""nothing has changed! nothing has changed!"" says increasingly stressed looking Theresa May",444,None,449412,3508,0,0
Shannon Coulter,7019512,5/23/17 21:54,"You sound stressed, Sean. You stressed? https://t.co/OjVZecegVm",160,None,58337,19902,0.4,0.4
King Wolfie,136651187,5/24/17 0:05,sorry about the vlogs being posted late lately  been a little stressed lately,257,None,569668,2236,-0.3175,0.66
BuzzFeed,5695632,5/22/17 15:34,"This college student brought her puppy, Bailey, to school to cheer up her stressed classmates https://t.co/vHnkYcqkbJ",244,None,5182540,3118,0,0
Cleveland Clinic,24236494,5/23/17 16:20,"Breathe deep. A full, deep breath makes your lungs &amp; chest send signals to your brain and you feel calmer.... https://t.co/eOANxDh6x8",76,None,980477,991,0.116666667,0.45
Mental Health Fdn,80294798,5/22/17 17:54,"If you're stressed with work, have you tried mindfulness? If not, give it a go with our 3-min breathing exercise: https://t.co/2NHuFPuxwI",97,None,120570,4612,0,0
James Charles,1117786405,5/23/17 2:37,i don't have an outfit for tomorrow yet and i'm stressed,109,None,204777,851,0,0
CM of Karnataka,2713703797,5/23/17 10:16,Fortunate to have spent time with HH the Dalai Lama today. He stressed the importance of Karuna in our daily life. https://t.co/jt6pFiCSLi,64,None,117453,537,0.1,0.266666667
Cleveland Clinic,24236494,5/23/17 16:00,"Acupressure is a complementary treatment to acupuncture without needles.Try this if you're stressed:... https://t.co/4l7nfrIdbz",18,None,980477,991,0,0
Jemaine Clement,23578176,5/23/17 1:33,Don't be stressed out. https://t.co/LpiiPILadx,57,None,185485,1393,0,0
Emily Canham,353304204,5/22/17 15:02,I need an iced coffee!!! I get so stressed when people are running late ,37,None,265018,312,-0.3,0.6
ø¿.ø±™_ø_ø_ ø_øåø_øÂ,4196168301,5/23/17 11:14,Process of political transition must be made in accordance with UN mediation in Geneva - I stressed in meeting with... https://t.co/Akldh13Vyx,17,None,69257,16,0,0.1
TIME,14293310,5/22/17 11:20,The most stressed-out states in America https://t.co/DoyrR812vF,43,None,13996047,848,0.5,0.5
Mac,23065354,5/19/17 22:36,I just passed my drivers test. Feeling very 16. Stressed out about the SATs.,10389,None,6469203,1215,0.2,0.3
TIME,14293310,5/22/17 5:15,This map shows where people are the most stressed in America https://t.co/B7PQ5yrMr6,62,None,13996047,848,0.5,0.5
Mama Dragun,412221236,5/21/17 20:06,"I'm too grateful to be hateful. I'm too blessed to be stressed.",1013,None,83033,88,0,0
Islamic Online Univ.,166590761,5/22/17 7:00,Worried? Sad? Depressed? Stressed? Let's pray it all away. In sujood we'll find the greatest comfort &amp; feel our sou... https://t.co/1U7QAFd8Jd,35,None,61332,43,0.25,1
Laurence Tribe,4091551984,5/16/17 2:26,".@RepAlGreen rightly stressed on @allinwithchris that impeachment is like indictment, not conviction, which demands... https://t.co/Am2T7P1yk7",276,None,132314,1078,0.285714286,0.535714286
